cupcake0_location0,juice0_location0,pancake0_location0,waterglass0_location0,cutleryfork0_location0,fridge_state0,dishwasher_state0,tv_state0,Act_A0,LocA_A0,Act_B0,LocA_B0,Close_B0,cupcake0_location1,juice0_location1,pancake0_location1,waterglass0_location1,cutleryfork0_location1,fridge_state1,dishwasher_state1,tv_state1,Act_A1,LocA_A1,Act_B1,LocA_B1,Close_B1,wineglass0_location0,wineglass0_location1,plate0_location0,plate0_location1,poundcake0_location0,poundcake0_location1
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,in_agentHandsA,null,CLOSED,OPEN,OFF,putin_waterglass_dishwasher,kitchen,open_fridge149,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,putback_poundcake_kitchentable,kitchen,fridgejuicekitchentableplatepoundcakewine,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,in_agentHandsB
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_poundcake335,kitchen,fridgejuicekitchentableplatepoundcakewine,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,putback_poundcake_kitchentable,kitchen,fridgejuicekitchentableplatepoundcakewine,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,in_agentHandsB
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_poundcake335,kitchen,fridgejuicekitchentableplatepoundcakewine,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepoundcakewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,putback_poundcake_kitchentable,kitchen,fridgejuicekitchentableplatepoundcakewine,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepoundcakewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,in_agentHandsB,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,putback_poundcake_kitchentable,kitchen,fridgejuicekitchentableplatepoundcakewine,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepancakepoundcakewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,in_agentHandsB,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepoundcakewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepancakepoundcakewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepoundcakewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepancakepoundcakewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,walktowards_plate337,kitchen,cupcakekitchentablepancakepoundcakewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,grab_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,grab_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,grab_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,grab_plate337,kitchen,grab_plate337,kitchen,cupcakefridgejuicekitchentablepancakeplatepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,INSIDE_kitchen_INSIDE_fridge,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,putin_plate_dishwasher,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,putin_plate_dishwasher,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,in_agentHandsA,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,walktowards_dishwasher152,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,null,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,in_agentHandsA,INSIDE_kitchen_INSIDE_dishwasher,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_ON_kitchentable
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,putin_plate_dishwasher,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,in_agentHandsA,null,INSIDE_kitchen_ON_kitchentable,null
INSIDE_kitchen_ON_kitchentable,null,INSIDE_kitchen_ON_kitchentable,INSIDE_kitchen_INSIDE_dishwasher,null,OPEN,OPEN,OFF,null,kitchen,null,kitchen,cupcakefridgejuicekitchentablepancakepoundcakewinewineglass,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,INSIDE_kitchen_INSIDE_dishwasher,null,INSIDE_kitchen_ON_kitchentable,null
null,null,null,null,null,null,null,null,null,null,null,null,null,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_bedroom185,bathroom,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,open_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,open_fridge149,kitchen,walktowards_bedroom185,livingroom,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,walktowards_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,OPEN,CLOSED,OFF,grab_juice332,kitchen,walktowards_juice332,kitchen,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,open_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,OPEN,CLOSED,OFF,grab_juice332,kitchen,walktowards_juice332,kitchen,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,CLOSED,CLOSED,OFF,open_fridge149,kitchen,walktowards_bedroom185,livingroom,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,OPEN,CLOSED,OFF,grab_juice332,kitchen,walktowards_juice332,kitchen,None,null,null,null,null,null,null
INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,OPEN,CLOSED,OFF,grab_juice332,kitchen,walktowards_juice332,kitchen,None,INSIDE_bedroom_ON_coffeetable,INSIDE_kitchen_INSIDE_fridge,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_INSIDE_kitchencabinet,INSIDE_kitchen_ON_kitchentable,OPEN,CLOSED,OFF,grab_juice332,kitchen,walktowards_juice332,kitchen,None,null,null,null,null,null,null
