on_crate10,at_crate50,available0,at_crate40,on_crate60,at_crate20,at_crate60,on_crate50,at_crate70,at_crate10,on_crate70,on_crate40,clear0,at_crate00,at_truck10,at_crate30,on_crate20,on_crate30,on_crate00,lifting_hoist20,in_crate60,lifting_hoist10,in_crate20,lifting_hoist00,in_crate70,in_crate40,in_crate10,in_crate00,in_crate50,in_crate30,action0,on_crate11,at_crate51,available1,at_crate41,on_crate61,at_crate21,at_crate61,on_crate51,at_crate71,at_crate11,on_crate71,on_crate41,clear1,at_crate01,at_truck11,at_crate31,on_crate21,on_crate31,on_crate01,lifting_hoist21,in_crate61,lifting_hoist11,in_crate21,lifting_hoist01,in_crate71,in_crate41,in_crate11,in_crate01,in_crate51,in_crate31,action1
null,null,hoist,null,pallet,distributor,distributor,null,depot,null,pallet,null,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,truck,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,null,null,null,null,null,null,null,truck,null,truck,null,lift_hoist_crate_pallet_distributor
null,null,hoist,null,pallet,distributor,distributor,null,depot,null,pallet,null,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,truck,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,truck,null,load_hoist_crate_truck_distributor
null,null,hoist,null,pallet,distributor,distributor,null,depot,null,pallet,null,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,truck,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,truck,truck,unload_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,null,null,null,null,null,null,null,truck,null,truck,null,lift_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,truck,null,load_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,truck,truck,unload_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,null,null,null,truck,truck,null,null,unload_hoist_crate_truck_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,null,truck,drop_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,null,null,null,null,null,null,null,truck,null,truck,null,lift_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,truck,null,load_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,truck,truck,unload_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,null,truck,drop_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,null,depot,distributor,crate,pallet,null,crate,null,null,null,crate,null,null,truck,null,null,null,drop_hoist_crate_crate_depot,null,distributor,hoist,depot,pallet,distributor,distributor,pallet,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,null,truck,none
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,null,null,null,null,null,null,null,truck,null,truck,null,lift_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,truck,null,load_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,truck,truck,unload_hoist_crate_truck_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,null,truck,drop_hoist_crate_pallet_distributor
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,distributor,hoist,depot,pallet,distributor,distributor,pallet,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,null,truck,none
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,crate,null,null,null,null,null,null,truck,null,null,null,load_hoist_crate_truck_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,distributor,crate,pallet,crate,null,null,null,null,null,null,null,truck,null,truck,null,lift_hoist_crate_pallet_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,truck,null,load_hoist_crate_truck_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,truck,truck,unload_hoist_crate_truck_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,hoist,depot,pallet,distributor,distributor,null,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,crate,null,null,null,null,null,null,truck,null,null,truck,drop_hoist_crate_pallet_distributor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,distributor,hoist,depot,pallet,distributor,distributor,pallet,depot,null,pallet,crate,crate,depot,depot,null,crate,null,crate,null,null,null,null,null,null,null,truck,null,null,truck,none,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
